"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KWT","Kuwait","2017","2017",88.44157,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ATG","Antigua and Barbuda","2015","2015",98.95,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LSO","Lesotho","2014","2014",86.6322,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BIH","Bosnia and Herzegovina","2013","2013",94.91049,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","URY","Uruguay","2012","2012",96.43124,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","URY","Uruguay","2013","2013",95.61974,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","URY","Uruguay","2014","2014",95.89103,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","URY","Uruguay","2015","2015",96.04317,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","URY","Uruguay","2016","2016",96.44843,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","URY","Uruguay","2017","2017",96.47562,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2013","2013",50.96893,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SEN","Senegal","2017","2017",63.50271,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IRQ","Iraq","2013","2013",53.00728,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","UGA","Uganda","2012","2012",0.95213,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","AGO","Angola","2014","2014",0.66781,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40535","South and West Asia","2012","2012",85.60434,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40535","South and West Asia","2013","2013",86.23841,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40535","South and West Asia","2014","2014",87.09029,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40535","South and West Asia","2015","2015",87.87429,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40535","South and West Asia","2016","2016",88.60218,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","COL","Colombia","2014","2014",80.17621,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","COL","Colombia","2015","2015",80.73869,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","COL","Colombia","2016","2016",81.41107,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SVN","Slovenia","2014","2014",99.6,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BGD","Bangladesh","2012","2012",0.88127,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BGD","Bangladesh","2013","2013",0.89995,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BGD","Bangladesh","2014","2014",0.89895,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BGD","Bangladesh","2015","2015",0.91474,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BGD","Bangladesh","2016","2016",0.92434,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BGD","Bangladesh","2017","2017",0.92581,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","GAB","Gabon","2012","2012",1.02334,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BFA","Burkina Faso","2014","2014",8.39421,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","GNB","Guinea-Bissau","2014","2014",19.46026,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TJK","Tajikistan","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","KEN","Kenya","2014","2014",83.77803,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2012","2012",98.71934,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2014","2014",99.15706,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2015","2015",99.23967,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2016","2016",99.08887,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","HUN","Hungary","2014","2014",99.1,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",85.14168,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",88.10031,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IRN","Iran (Islamic Republic of)","2012","2012",0.99316,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IRN","Iran (Islamic Republic of)","2013","2013",0.99316,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IRN","Iran (Islamic Republic of)","2014","2014",0.99477,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IRN","Iran (Islamic Republic of)","2016","2016",0.99651,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2012","2012",99.16245,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.39402,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","DOM","Dominican Republic","2012","2012",0.95932,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","DOM","Dominican Republic","2013","2013",0.9632,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","DOM","Dominican Republic","2014","2014",0.96847,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","DOM","Dominican Republic","2015","2015",0.96699,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","DOM","Dominican Republic","2016","2016",0.95266,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2012","2012",87.7834,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUN","Tunisia","2012","2012",97.97062,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUN","Tunisia","2014","2014",96.61184,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UZB","Uzbekistan","2013","2013",1.00058,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UZB","Uzbekistan","2014","2014",0.99915,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UZB","Uzbekistan","2015","2015",0.9978,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UZB","Uzbekistan","2016","2016",0.99768,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MDV","Maldives","2014","2014",1.00362,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PSE","Palestine","2012","2012",72.76703,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PSE","Palestine","2013","2013",76.14311,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PSE","Palestine","2014","2014",76.61335,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PSE","Palestine","2015","2015",79.80584,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PSE","Palestine","2016","2016",82.37489,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BRA","Brazil","2012","2012",72.03396,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BRA","Brazil","2013","2013",71.4867,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BRA","Brazil","2014","2014",72.8153,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BRA","Brazil","2015","2015",73.65579,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CIV","Côte d'Ivoire","2012","2012",58.33263,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CIV","Côte d'Ivoire","2014","2014",59.12435,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2012","2012",99.93675,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2013","2013",99.95247,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2014","2014",99.95699,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2015","2015",99.94278,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2016","2016",99.94048,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ALB","Albania","2012","2012",98.35261,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","EGY","Egypt","2012","2012",35.08499,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","EGY","Egypt","2013","2013",43.21608,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","EGY","Egypt","2017","2017",71.73328,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40044","Low income countries","2012","2012",66.89053,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40044","Low income countries","2013","2013",67.13746,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40044","Low income countries","2014","2014",67.94153,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40044","Low income countries","2015","2015",68.16726,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40044","Low income countries","2016","2016",68.61602,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GTM","Guatemala","2012","2012",0.57565,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GTM","Guatemala","2013","2013",0.72121,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GTM","Guatemala","2014","2014",0.66763,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MAC","China, Macao Special Administrative Region","2016","2016",96.53849,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2012","2012",99.01602,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2013","2013",99.22743,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2014","2014",99.35848,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2015","2015",99.49439,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2016","2016",99.62136,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CHL","Chile","2013","2013",99.08694,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CHL","Chile","2015","2015",99.44056,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","NER","Niger","2012","2012",0.40185,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GNQ","Equatorial Guinea","2014","2014",92.4,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","BIH","Bosnia and Herzegovina","2013","2013",1.0001,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2012","2012",99.14453,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2013","2013",99.51034,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2014","2014",99.19587,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2015","2015",99.4834,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2016","2016",99.38448,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ESP","Spain","2012","2012",0.98592,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ESP","Spain","2013","2013",0.98675,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ESP","Spain","2014","2014",0.9874,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ESP","Spain","2015","2015",0.98761,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ESP","Spain","2016","2016",0.98846,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40510","World","2012","2012",92.51935,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40510","World","2013","2013",92.54205,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40510","World","2014","2014",92.67175,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40510","World","2015","2015",92.71761,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40510","World","2016","2016",92.75068,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","THA","Thailand","2013","2013",0.86831,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","THA","Thailand","2015","2015",0.8581,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BDI","Burundi","2014","2014",61.56973,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40540","Sub-Saharan Africa","2012","2012",68.17379,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40540","Sub-Saharan Africa","2013","2013",68.768,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40540","Sub-Saharan Africa","2014","2014",69.93207,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40540","Sub-Saharan Africa","2015","2015",70.74792,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40540","Sub-Saharan Africa","2016","2016",71.71234,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2012","2012",98.83531,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2013","2013",99.04067,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2015","2015",99.40085,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KWT","Kuwait","2017","2017",99.49922,,
